Name,Type,Rating,No of Reviews,Comments,Contact Number,Price,Address
Petite Boucherie," French, Vegetarian Friendly, Vegan Options",4.5,503.0,"Beautiful authentic French bistrot. I had a wonderful experience, the service and food were excellent. I will definitely come back. Thank you !",+1 646-756-4145,2.5,"14 Christopher St, New York City, NY 10014-3523"
Cocotte," Spanish, French, European",4.5,290.0,"Cocotte was a wonderful find! This small, cozy restaurant provides a very romantic setting and really wonderful food and service. You can eat at the family style seating or at a more private banquette seating. Service was attentive and friendly. The food was simply fantastic,...More",+1 212-965-9100,2.5,"110 Thompson St, New York City, NY 10012-3749"
Parkside Restaurant," Italian, Vegetarian Friendly, Vegan Options",4.5,477.0,My husband and I had not been to Parkside in a number of years. The food never disappoints. Excellent imported Parmesan cheese with bruschetta. I loved the meat bread. Grilled swordfish was great and so was the calamari/scumgilli fra diabolically. We were lucky enough to...More,+1 718-271-9871,2.5,"10701 Corona Ave, Corona, NY 11368-3218"
Italian Prime At Salvatore's," Italian, American, Vegetarian Friendly",4.0,648.0,"My husband ordered the rib eye, which was great....I ordered the mimi's stuffed meatball with spaghetti.  My meal was not great at all...it was lacking spice, salt and pepper.  It was so bland....the sauce was mostly chopped tomato...I was so surprised that and Italian restaurant...More",+1 877-456-4097,4.0,"6461 Transit Rd, Buffalo, NY 14043-1089"
Nurnberger Bierhaus," German, Bar, European",4.5,99.0,Locals and guests are welcome in this authentic German bar and restaurant.  I had a delicious German beer on tap and German sausage and saurkraut.  The black forest cake for dessert was delicious!,+1 718-816-7461,2.5,"817 Castleton Ave, Staten Island, NY 10310-1804"
DiBella's Old Fashioned Submarines," American, Fast Food, Deli",4.5,283.0,DiBella’s is the go to place for a cold or hot sub in Rochester. Great rolls and many options. Love the old fashion sub,+1 585-475-1831,1.0,"620 Jefferson Rd, Rochester, NY 14623-3260"
144 Restaurant and Lounge," American, Bar, Vegetarian Friendly",4.0,241.0,"On our way to Italy and staying at the Hilton JFK 
And decided to eat at 144 restaurant in the hotel and had a great server Vaan Davis that made the whole experience great and to top it off we enjoyed food which was great.....More",+1 718-659-0200,2.5,"14402 135th Ave, Jamaica, NY 11436-2200"
Jasmine Thai Restaurant," Asian, Thai, Vegetarian Friendly",4.5,84.0,Went there with the family its nice casual setting with amazingly delicious food I would definitely go back and try different stuff. The siam duck and the pad thai was top notch. The menu is so long it would take multiple visits just to try...More,+1 518-346-9990,2.5,"2717 Broadway, Schenectady, NY 12306-2301"
Addictive Wine & Tapas Bar," Spanish, Wine Bar, Vegetarian Friendly",5.0,25.0,"Excellent Service and good wine,food it's good. Thanks.👍I will recommend this place to  friends And family's.",+1 347-832-0951,2.5,"8701 Northern Blvd, Jackson Heights, NY 11372-1671"
Blue Smoke Battery Park City," American, Bar, Barbecue",4.5,564.0,"We had an exceptional experience dinning at Blue Smoke while on vacation from the UK. We ordered the Rhapsody In 'Cue - so you get a bit of al the meats and we weren't disappointed, everything was outstanding! Full of flavour, we also shared a...More",+1 212-889-2005,2.5,"255 Vesey St, New York City, NY 10282-5800"
Morton's The Steakhouse," American, Steakhouse",4.0,234.0,"We went to Morton's to celebrate a friend's birthday. We sat, and waited, and waited, for water. We asked several people, after 25 minutes, our palates were finally satiated. The waitress ( I apologize) had the worst breath. You could smell the periodontal disease from...More",+1 914-683-6101,4.0,"5 Mamaroneck Ave, White Plains, NY 10601"
Max London's Restaurant + Bar," American, Vegetarian Friendly, Vegan Options",4.0,510.0,"Little loud....hip music...did not fit dinner ambiance...mainly couples
Good food.  Good Wine.  Good Time",+1 518-587-0505,2.5,"466 Broadway, Saratoga Springs, NY 12866-2212"
SriPraPhai," Asian, Thai, Vegetarian Friendly",4.5,301.0,"Well I love Thai food and I found myself in Queens on a rainy Saturday night. A local resident took me here, said she had been there ""a thousand times"" and I'd like it. Our order: watercress salad, drunlen noodles w/chicken, red snapper w/chili/garlic/basil. It...More",+1 718-899-9599,2.5,"6413 39th Ave, Woodside, NY 11377-2846"
Margherita Pizza Incorporated," Pizza, Fast Food, Italian",5.0,37.0,"I stopped by at this neighborhood joint for 2 quick slices. Great pizza. Not quite NY style, but some may even prefer it.",+1 718-657-5780,1.0,"16304 Jamaica Ave, Jamaica, NY 11432-4912"
Loi Estiatorio," Mediterranean, Greek, Seafood",4.5,535.0,"It looked promising, the chef came up to our table, but sadly enough the food wasn't any good. It was bland (we had the lasagna and the mussels) and the lasagna was very dry. There was no sauce in the lasagna at all. 10 mussels...More",+1 212-713-0015,2.5,"132 W 58th St, New York City, NY 10019-2135"
Il Triangolo," Italian, Vegetarian Friendly, Gluten Free Options",4.5,132.0,"I visited the restaurant during the summer my family. I was completely and utterly shocked by the rudeness of the owner, Mario.   So fast forward a few months and I return to my home in Italy where I saw him on an Italian tv show...More",+1 718-271-1250,2.5,"9601 Corona Ave, Corona, NY 11368-2753"
Lange's Delicatessen," American, Vegetarian Friendly",4.5,53.0,Service and food selections are excellent!...You will not find a better such establishment within 15 miles!,+1 914-337-3354,2.5,"94 Pondfield Rd, Bronxville, NY 10708-3901"
The Fish Friar," Seafood, American, Gluten Free Options",4.5,84.0,"Good place to eat before going to the Landmark Theater.  We were there midweek, several other patrons were there but we were served quickly.  The fish was good and we did not have to wait very long.  The staff was nice.  The restaurant was clean...More",+1 315-468-3474,2.5,"239 E Genesee St, Syracuse, NY 13202-1522"
Bin 5," Italian, Vegetarian Friendly, Vegan Options",4.5,106.0,I met family at Bin 5 while traveling to NYC for a Christmas trip. We went on Sunday and took an Uber that had us arriving 30 minutes before the 2:00 P.M. opening. The staff graciously welcomed us into the dining room to await the...More,+1 718-448-7275,2.5,"1233 Bay St, Staten Island, NY 10305-3111"
Dinosaur Bar-B-Que," American, Bar, Barbecue",4.0,505.0,"My son and I decided to eat here one night before venturing out to a bar for a few drinks. What a cool place, and I don't mean the weather even though it was snowing outside. Loved the decor and the service was top notch....More",+1 716-880-1677,2.5,"301 Franklin St, Buffalo, NY 14202-1901"
Prime at Saratoga National Golf Club," Central American, American, Steakhouse",4.5,329.0,A la carte type menu with limited menu focused on beef. Great filet mignon with bernaise cooked perfectly. Biggest baked potato I’ve ever seen. Wife loved her scallops and the blood orange martini. Friendly service and not stuffy. Downsides are cost $200 for 2 with...More,+1 518-583-4653,4.0,"458 Union Ave, Saratoga Springs, NY 12866-6426"
Steiny's Pub," Bar, Pub, American",4.5,120.0,"Stopped by here with my wife on our anniversary trip to NYC after we took the ferry to State Island. Stopped by during lunch and while it is small, we loved the RELAXED atmosphere and friendly customers and staff. We ordered the roast beef dip...More",+1 718-442-9526,1.0,"3 Hyatt St, Staten Island, NY 10301-1801"
Laci's Tapas Bar," Contemporary, Healthy, Vegan Options",4.5,174.0,We went to Laci’s for an early dinner before a theater production.  The first indication of the great service we were about to receive was when we were asked by the hostess what time we would need to finish.  We were given our choice of...More,+1 315-218-5903,2.5,"304 Hawley Ave, Syracuse, NY 13203-2318"
Mission Restaurant," Mexican, Southwestern, Latin",4.0,254.0,"Second time to the Mission and still doesn’t disappoint. We had the tamales and cauliflower soup for appetizers. Both were excellent, but the tamales and the roasted garlic corn sauce was amazing. Fish tacos and the Puerco for main courses- both great.",+1 315-475-7344,2.5,"304 E Onondaga St, Syracuse, NY 13202-2082"
Lorenzo's Restaurant & Cabaret," Italian, American, Vegetarian Friendly",4.0,238.0,"My husband and I , as well as my best friend and her husband, have made it a tradition to go to Lorenzo’s every Valentine’s Day or weekend of Valentine’s Day. There is a prefix dinner with three courses and a piano player in the...More",+1 718-477-2400,2.5,"1100 South Ave, Staten Island, NY 10314-3410"
Mrs London's," Cafe, Vegetarian Friendly, Vegan Options",4.5,563.0,This place never disappoints. A bit pricey but great products and always something new or inventive to try. We had the lemon croissant this time it was decadent.,+1 518-581-8100,2.5,"464 Broadway, Saratoga Springs, NY 12866-2212"
Joe's Shanghai," Chinese, Asian, Soups",4.0,241.0,"We went for the soup dumpling, and they were excellent.  Other dishes at other tables looked top notch... Seems like it's authentic Chinese mixed in with some American Chinese dishes to please everyone.  It's worth a visit",+1 718-539-3838,2.5,"13621 37th Ave, Flushing, NY 11354-4110"
Stamatis," Mediterranean, Greek, Vegetarian Friendly",4.5,247.0,Fabulous Greek food. Great service. Speak with the host and select from the kitchen what you want to eat. The salad and fish are amazing. Lamb shanks and meatballs and okra...the best! Enjoy!!!,+1 718-932-8596,2.5,"2909 23rd Ave, Astoria, NY 11105"
Faicco's Pork Store, Italian,4.5,351.0,We visited Faicco's in New York to get a submarine sandwich (hero) for lunch.  The place was very busy and it is take away only.  The meats and sausages looked amazing in the butchers counter but we were just in for two hero's and a...More,+1 212-243-1974,1.0,"260 Bleecker St, New York City, NY 10014-4128"
Liebman's Kosher Delicatessen," American, Deli, Kosher",4.5,106.0,"Forget downtown overpriced Katz's, or mid-town, equally overpriced Ben's.  Get on the subway, an express bus, an uber or lyft and hightail it to 235th Street in Riverdale to partake of the best Jewish deli food in the City.  This place is a throwback to...More",+1 718-548-4534,2.5,"552 W 235th St, Bronx, NY 10463-1709"
DeStefano's Steak House," American, Steakhouse, Gluten Free Options",4.5,281.0,This steakhouse came recommended and it was a nice experience. Food was plain and simple. No fuss. It was not as good as Keens in NYC but a close second. Steaks were well cooked and flavoursome. Staff were excellent. Thought that the atmosphere was a...More,+1 718-384-2836,4.0,"89 Conselyea St, Brooklyn, NY 11211-2301"
Shanghai You Garden," Chinese, Asian, Vegetarian Friendly",4.5,76.0,"We’ve been here in the past for tasty soup dumplings and its made fresh and quick by a team of dumpling makers near the front door. We had to wait for approximately 10 minutes during the height of the lunch crowd.

They offer you small...More",+1 718-886-2286,1.0,"13533 40th Rd, Flushing, NY 11354-5301"
Magna Ristorante," Italian, Vegetarian Friendly, Gluten Free Options",4.5,177.0,This is the first time visiting Magna and was not sure what to expect.I was pleasantly surprised after hearing from numerous people telling me about this hidden gem.The free 3 hour underground parking was very convenient. Fabio and staff were on point with their excellent...More,+1 718-445-3352,2.5,"3525 Farrington St, Flushing, NY 11354-2826"
Texas de Brazil," Steakhouse, Brazilian, Gluten Free Options",4.5,246.0,"We treated our new pastor to dinner there, knowing I had purchased $100 dining card, receiving a $25 bonus card. The bonus card can’t be used only M-Th, so not that Sunday evening. I inquired of the manager before dining, about the $100 computer-printed card....More",+1 315-401-7990,4.0,"306 Hiawatha Blvd W, Syracuse, NY 13204-6001"
Gabriel's Gate Restaurant," American, Bar, Pub",4.0,364.0,Rude lady at front refused to serve us at fitst...says someone will serve us. No one came. Finally says wings will take a long time because place packed (it was half empty)  worst service in Buffalo,+1 716-886-0602,2.5,"145 Allen St, Buffalo, NY 14201-1513"
