name,price,rating,review_count,cuisine,categories,address,display_phone
Aunt Jake's,2,4.0,246,American,"['italian', 'pastashops', 'cocktailbars']","47 W 8th St, Greenwich Village, NY 10011",(212) 253-9333
Auntie Guan's Kitchen,1,3.5,132,Chinese,['chinese'],"219 E 23rd St, Gramercy, NY 10011",(212) 685-3388
Auntie Guan's Kitchen 108,2,3.5,338,Chinese,"['chinese', 'asianfusion']","108 W 14th St, Greenwich Village, NY 10011",(212) 206-8388
Zoob Zib,2,3.5,307,Thai,"['thai', 'noodles']","460 9th Ave, Midtown West, NY 10018",(212) 971-8530
Aureole at Home,3,4.0,899,American,['newamerican'],"135 W 42nd St, Midtown West, NY 10036",(212) 319-1660
Aurora Soho,3,4.0,464,Italian,"['italian', 'breakfast_brunch', 'wine_bars']","510 Broome St, Little Italy, NY 10013",(212) 334-9020
Avenue C Restaurant,2,5.0,17,Other,['tradamerican'],"102 Avenue C, Greenwich Village, NY 10009",(646) 707-0077
Avra Estiatorio,3,4.0,862,Greek,"['seafood', 'greek', 'mediterranean']","141 E 48th St, Midtown West, NY 10017",(212) 759-8550
Avra Madison,3,4.0,286,Greek,"['greek', 'seafood', 'mediterranean']","14 E 60th St, Midtown West, NY 10022",(212) 937-0100
Awash Ethiopian Restaurant,2,4.0,331,Ethiopian,"['ethiopian', 'african']","338 E 6th St, Midtown West, NY 10003",(212) 982-9589
Awash Ethiopian Restaurant,2,4.0,472,Ethiopian,"['ethiopian', 'african']","947 Amsterdam Ave, East Harlem, NY 10025",(212) 961-1416
Aya Sushi,2,4.0,321,Japanese,['japanese'],"314 W 39th St, Midtown West, NY 10018",(212) 221-5849
Ayurveda Cafe,2,4.0,315,Indian,"['indpak', 'vegan', 'pakistani']","706 Amsterdam Ave, East Harlem, NY 10025",(212) 932-2400
Ayza Wine & Chocolate Bar,2,4.0,1000,Mediterranean,"['wine_bars', 'desserts', 'mediterranean']","11 W 31st St, Midtown West, NY 10001",(212) 714-2992
Azalea Ristorante,3,4.0,281,Italian,['italian'],"224 W 51st St, Midtown West, NY 10019",(212) 262-0105
Azasu,2,4.0,122,Japanese,"['bars', 'izakaya']","49 Clinton St, Chinatown, NY 10002",(212) 777-7069
Aziza Cafe & Lounge,2,4.0,160,Café/Coffee/Tea,"['hookah_bars', 'lounges', 'cafes']","45 1st Ave, East Village, NY 10003",(212) 777-3778
Claw Daddy's,2,4.0,1000,Spanish,"['cajun', 'seafood']","185 Orchard St, Greenwich Village, NY 10002",(646) 590-6816
Claw Daddy's,2,4.0,1000,Seafood,"['cajun', 'seafood']","185 Orchard St, Greenwich Village, NY 10002",(646) 590-6816
August Laura,2,4.5,32,American,"['cocktailbars', 'cafes']","94 Avenue A, Financial District, NY 10009",(646) 905-5693
B&D Halal Food,1,4.5,82,African,"['african', 'halal']","163B W 29th St, Midtown West, NY 10001",(212) 268-7602
B&H Dairy,1,4.5,463,Jewish/Kosher,"['vegetarian', 'delis']","127 2nd Ave, Gramercy, NY 10003",(212) 505-8065
B&B Restaurant Corporation,1,4.5,147,African,"['african', 'caribbean']","165 West 26th St, Garment District, NY 10001",(646) 429-8174
B Bar & Grill,2,3.0,734,American,"['tradamerican', 'bars']","40 E 4th St, Gramercy, NY 10003",(212) 475-2220
B Cafe East,2,4.0,422,American,"['bars', 'belgian']","240 E 75th St, East Harlem, NY 10021",(212) 249-3300
B Flat,2,4.0,362,Japanese,"['lounges', 'jazzandblues', 'japanese']","277 Church St, Chinatown, NY 10013",(212) 219-2970
B Squared,2,4.5,438,Italian,"['italian', 'pizza']","679 9th Ave, Midtown West, NY 10036",(646) 362-3171
B2 Harlem,2,4.0,259,Soul Food,"['seafood', 'wine_bars', 'breakfast_brunch']","271 W 119th St, East Harlem, NY 10026",(212) 280-2248
Baar Baar,3,4.0,754,Indian,"['gastropubs', 'indpak', 'breakfast_brunch']","13 E 1st St, Greenwich Village, NY 10003",(212) 228-1200
Babbo,4,4.0,1000,Italian,['italian'],"110 Waverly Pl, Midtown West, NY 10011",(212) 777-0303
Babu Ji,2,3.5,224,Indian,['indpak'],"22 E 13th St, Greenwich Village, NY 10003",(212) 951-1082
Baby Bo's Cantina,2,4.0,626,Tex-Mex,['mexican'],"627 2nd Ave, Midtown East, NY 10016",(212) 779-2656
Baby Brasa,2,3.5,525,Peruvian,"['peruvian', 'cocktailbars']","173 7th Ave S, Greenwich Village, NY 10014",(646) 590-9010
Bacaro,3,4.0,383,Italian,"['italian', 'wine_bars', 'cocktailbars']","136 Division St, Little Italy, NY 10002",(212) 941-5060
Badshah,2,4.0,287,Indian,"['indpak', 'cocktailbars']","788 9th Ave, Hells Kitchen, NY 10019",(646) 649-2407
Kang Ho Dong Baekjeong,3,4.0,1000,Korean,"['korean', 'bbq']","1 E 32nd St, Midtown West, NY 10016",(212) 966-9839
Bagatelle,3,3.5,731,French,"['french', 'mediterranean', 'cocktailbars']","1 Little W 12th St, Chelsea, NY 10014",(212) 488-2110
Bagel Boss,1,3.0,173,Jewish/Kosher,"['kosher', 'bakeries', 'bagels']","263 1st Ave, Gramercy, NY 10003",(212) 388-9292
Bait & Hook,2,3.5,404,Seafood,"['seafood', 'sportsbars', 'newamerican']","231 2nd Ave, Gramercy, NY 10003",(212) 260-8015
Baji Baji,2,4.5,19,Other,['chinese'],"145 1st Ave, Greenwich Village, NY 10003",(212) 777-3888
Baker & Co,2,4.0,623,Italian,"['italian', 'breakfast_brunch', 'wine_bars']","259 Bleecker St, Greenwich Village, NY 10014",(212) 255-1234
Baker's Pizza,1,4.5,219,Pizza,['pizza'],"201 Avenue A, Gramercy, NY 10009",(212) 777-7477
Baker's Pizza,1,4.5,92,Pizza,['pizza'],"754 10th Ave, Hells Kitchen, NY 10019",(917) 262-0722
Balaboosta,2,4.0,60,Mediterranean,"['mediterranean', 'mideastern']","611 Hudson St, Midtown West, NY 10014",(212) 390-1545
Balade,2,4.0,706,Mediterranean,"['mediterranean', 'lebanese', 'halal']","208 1st Ave, Greenwich Village, NY 10009",(212) 529-6868
Balade - Your Way,2,4.5,352,Middle Eastern,"['lebanese', 'mediterranean', 'halal']","144 West 37th St, Midtown West, NY 10018",(212) 695-6969
Balade Your Way,2,4.5,39,Middle Eastern,"['mediterranean', 'lebanese', 'herbsandspices']","8 E 41st St, Midtown West, NY 10017",(212) 689-7171
Emilio's Ballato,3,4.0,344,Italian,['italian'],"55 E Houston St, Greenwich Village, NY 10012",(212) 274-8881
Balvanera,3,4.5,234,Spanish,"['argentine', 'steak', 'wine_bars']","152 Stanton St, Greenwich Village, NY 10002",(212) 533-3348
Balzem,2,4.0,432,Mediterranean,"['mediterranean', 'tapasmallplates', 'wine_bars']","202 Mott St, Greenwich Village, NY 10012",(646) 837-7033
Banc Cafe,2,3.5,597,Irish,"['cafes', 'cocktailbars']","431 3rd Ave, Midtown East, NY 10016",(212) 252-0146
Bangia,2,4.0,390,Korean,"['korean', 'gastropubs', 'cocktailbars']","11 E 32nd St, Midtown West, NY 10016",(212) 679-6790
Bangklyn East Harlem,2,4.5,117,Thai,"['thai', 'coffee', 'noodles']","2051 2nd Ave, East Harlem, NY 10029",(646) 429-8128
Bangkok 2 Thai,2,4.0,195,Thai,['thai'],"349 1st Ave, Greenwich Village, NY 10010",(212) 473-4480
Bangkok Cuisine Upper East Side,2,4.0,285,Thai,['thai'],"1586 2nd Ave, East Harlem, NY 10028",(212) 988-1112
Banh Mi Saigon,1,4.0,1000,Vietnamese/Cambodian/Malaysia,"['vietnamese', 'sandwiches']","198 Grand St, Little Italy, NY 10013",(212) 941-1541
Banh Mi Zon,1,4.5,308,Asian,"['vietnamese', 'sandwiches', 'salad']","443 E 6th St, East Village, NY 10009",(646) 524-6384
Bann Restaurant,2,3.5,638,Korean,"['korean', 'bbq']","350 W 50th St, Midtown West, NY 10019",(212) 582-4446
Bann Restaurant,2,3.5,638,Korean,"['korean', 'bbq']","350 W 50th St, Midtown West, NY 10019",(212) 582-4446
Bao Bao Cafe,1,4.0,194,Chinese,"['noodles', 'chinese']","106 Greenwich St, Tribeca, NY 10006",(917) 261-7122
Baodega,2,4.0,127,Chinese,"['shanghainese', 'dimsum', 'soup']","7 W 20th St, Gramercy, NY 10011",(646) 370-6034
The Kopi Trading Co.,1,4.5,41,Chinese,"['coffee', 'cafes']","7 West 20th St, Gramercy, NY 10011",(646) 370-6034
BaoHaus,2,3.5,1000,Asian,"['chinese', 'taiwanese']","238 E 14th St, Greenwich Village, NY 10003",(646) 669-8889
Bar180,2,3.5,116,American,"['newamerican', 'bars']","4241 Broadway, Harlem, NY 10033",(646) 928-3283
Le District,2,3.5,550,American,"['french', 'wine_bars', 'grocery']","225 Liberty St, Tribeca, NY 10281",(212) 981-8588
Liberty Bistro,2,5.0,2,American,['french'],"225 Liberty St, Greenwich Village, NY 10080",(212) 981-8588
Le District,2,3.5,550,Bakery,"['french', 'wine_bars', 'grocery']","225 Liberty St, Tribeca, NY 10281",(212) 981-8588
Liberty Bistro,2,5.0,2,Bakery,['french'],"225 Liberty St, Greenwich Village, NY 10080",(212) 981-8588
Le District,2,3.5,550,Café/Coffee/Tea,"['french', 'wine_bars', 'grocery']","225 Liberty St, Tribeca, NY 10281",(212) 981-8588
Liberty Bistro,2,5.0,2,Café/Coffee/Tea,['french'],"225 Liberty St, Greenwich Village, NY 10080",(212) 981-8588
Le District,2,3.5,550,American,"['french', 'wine_bars', 'grocery']","225 Liberty St, Tribeca, NY 10281",(212) 981-8588
Liberty Bistro,2,5.0,2,American,['french'],"225 Liberty St, Greenwich Village, NY 10080",(212) 981-8588
Le District,2,3.5,550,"Ice Cream, Gelato, Yogurt, Ices","['french', 'wine_bars', 'grocery']","225 Liberty St, Tribeca, NY 10281",(212) 981-8588
Liberty Bistro,2,5.0,2,"Ice Cream, Gelato, Yogurt, Ices",['french'],"225 Liberty St, Greenwich Village, NY 10080",(212) 981-8588
Le District,2,3.5,550,Bakery,"['french', 'wine_bars', 'grocery']","225 Liberty St, Tribeca, NY 10281",(212) 981-8588
Liberty Bistro,2,5.0,2,Bakery,['french'],"225 Liberty St, Greenwich Village, NY 10080",(212) 981-8588
Le District,2,3.5,550,American,"['french', 'wine_bars', 'grocery']","225 Liberty St, Tribeca, NY 10281",(212) 981-8588
Liberty Bistro,2,5.0,2,American,['french'],"225 Liberty St, Greenwich Village, NY 10080",(212) 981-8588
Bar Boulud,3,3.5,875,French,"['french', 'wine_bars']","1900 Broadway, East Harlem, NY 10023",(212) 595-0303
Bar Culaccino,2,4.5,13,Italian,"['cocktailbars', 'wine_bars', 'tapasmallplates']","235 W 56th St, Midtown West, NY 10019",(212) 510-8356
Bar Goto,2,4.5,222,Japanese,"['cocktailbars', 'japanese']","245 Eldridge St, Greenwich Village, NY 10002",(212) 475-4411
Bar Italia Madison,3,3.5,126,Italian,['italian'],"768 Madison Ave, Upper East Side, NY 10065",(917) 546-6676
Bar Moga,2,4.0,183,Japanese,"['cocktailbars', 'japanese']","128 W Houston St, Greenwich Village, NY 10012",(929) 399-5853
Bar Pitti,2,3.5,1000,Italian,['italian'],"268 Ave Of The Americas, Greenwich Village, NY 10014",(212) 982-3300
Bar Six,2,3.5,223,French,['french'],"502 Ave Of The Americas, Greenwich Village, NY 10011",(212) 691-1363
Bar Veloce - East Village,2,3.5,211,Italian,"['wine_bars', 'cocktailbars', 'sandwiches']","175 2nd Ave, Gramercy, NY 10003",(212) 260-3200
Bar Veloce,2,3.5,186,American,"['wine_bars', 'italian']","176 7th Ave, Gramercy, NY 10011",(212) 229-1900
Bar Verde,2,4.5,241,Latin,"['mexican', 'vegan', 'cocktailbars']","65 2nd Ave, Greenwich Village, NY 10003",(212) 777-6965
BarBacon Union Square,2,4.0,145,American,"['gastropubs', 'sportsbars', 'breakfast_brunch']","127 4th Ave, Greenwich Village, NY 10003",(212) 477-0104
Barbalu Restaurant,2,4.0,289,Italian,"['italian', 'catering', 'fooddeliveryservices']","225-227 Front St, Chinatown, NY 10038",(646) 918-6565
Barbaresco Restaurant,2,4.0,90,Italian,['italian'],"843 Lexington Ave, Upper East Side, NY 10065",(212) 517-2288
Barbounia,3,3.5,1000,Mediterranean,"['greek', 'mediterranean', 'mideastern']","250 Park Ave S, Greenwich Village, NY 10003",(212) 995-0242
Barcade,2,3.5,412,American,"['bars', 'arcades', 'burgers']","148 W 24th St, Gramercy, NY 10011",(212) 390-8455
Barcade,2,3.5,311,American,"['bars', 'arcades', 'chicken_wings']","6 St Mark's Pl, Gramercy, NY 10003",(212) 388-0522
Mar at Mercado Little Spain,2,3.5,78,Spanish,"['seafood', 'spanish', 'tapasmallplates']","10 Hudson Yards, Midtown West, NY 10001",(646) 495-1242
Mercado Little Spain,2,3.5,347,Spanish,['spanish'],"10 Hudson Yards, Midtown West, NY 10001",(646) 495-1242
Spanish Diner at Mercado Little Spain,2,3.5,113,Spanish,['spanish'],"347 10th Ave, Midtown West, NY 10001",(646) 495-1242
Mar at Mercado Little Spain,2,3.5,78,Spanish,"['seafood', 'spanish', 'tapasmallplates']","10 Hudson Yards, Midtown West, NY 10001",(646) 495-1242
Mercado Little Spain,2,3.5,347,Spanish,['spanish'],"10 Hudson Yards, Midtown West, NY 10001",(646) 495-1242
Spanish Diner at Mercado Little Spain,2,3.5,113,Spanish,['spanish'],"347 10th Ave, Midtown West, NY 10001",(646) 495-1242
Mar at Mercado Little Spain,2,3.5,78,Spanish,"['seafood', 'spanish', 'tapasmallplates']","10 Hudson Yards, Midtown West, NY 10001",(646) 495-1242
Mercado Little Spain,2,3.5,347,Spanish,['spanish'],"10 Hudson Yards, Midtown West, NY 10001",(646) 495-1242
Spanish Diner at Mercado Little Spain,2,3.5,113,Spanish,['spanish'],"347 10th Ave, Midtown West, NY 10001",(646) 495-1242
Mar at Mercado Little Spain,2,3.5,78,Spanish,"['seafood', 'spanish', 'tapasmallplates']","10 Hudson Yards, Midtown West, NY 10001",(646) 495-1242
Mercado Little Spain,2,3.5,347,Spanish,['spanish'],"10 Hudson Yards, Midtown West, NY 10001",(646) 495-1242
Spanish Diner at Mercado Little Spain,2,3.5,113,Spanish,['spanish'],"347 10th Ave, Midtown West, NY 10001",(646) 495-1242
Barcha,2,4.5,35,Latin,"['latin', 'mediterranean']","2241 1st Ave, East Harlem, NY 10029",(646) 455-0046
Bardolino Pizza 2,2,3.5,35,Pizza,"['pizza', 'italian']","411 Amsterdam Ave, Upper West Side, NY 10024",(646) 885-8316
Bar Dough,2,4.5,26,Pizza/Italian,"['bars', 'pizza']","350 W 46th St, Midtown West, NY 10036",(917) 262-0543
Bareburger,2,4.0,726,American,"['burgers', 'salad', 'tradamerican']","535 Laguardia Pl, Greenwich Village, NY 10012",(212) 477-8125
Bareburger,2,3.5,776,Hamburgers,"['burgers', 'salad', 'tradamerican']","514 3rd Ave, Midtown East, NY 10016",(212) 679-2273
Bareburger,2,3.5,478,Hamburgers,"['burgers', 'salad', 'tradamerican']","1370 1st Ave, Upper East Side, NY 10021",(212) 510-8559
Bareburger,2,4.0,912,Hamburgers,"['burgers', 'salad', 'tradamerican']","366 W 46th St., Midtown West, NY 10036",(212) 673-2273
Bareburger,2,3.0,267,Hamburgers,"['burgers', 'salad', 'tradamerican']","1681 1st Ave, Upper East Side, NY 10128",(212) 390-1344
Bareburger,2,4.0,398,American,"['burgers', 'salad', 'tradamerican']","313 W 57th St, Midtown West, NY 10019",(212) 685-2273
Barfly NY,2,3.5,136,American,"['sportsbars', 'tradamerican']","244 3rd Ave, Gramercy, NY 10010",(212) 473-9660
Casa Barilla,2,3.0,287,Italian,"['italian', 'pizza', 'mediterranean']","1290 6th Ave, Garment District, NY 10019",(646) 559-2206
Barking Dog,2,3.0,516,American,"['tradamerican', 'desserts', 'breakfast_brunch']","1678 3rd Ave, Upper East Side, NY 10128",(212) 831-1800
BarKogi Korean Fried Chicken,2,2.5,648,Asian,"['chicken_wings', 'korean', 'bars']","957 2nd Ave, Midtown East, NY 10022",(212) 308-8810
Barn Joo,2,4.0,1000,Korean,"['korean', 'cocktailbars', 'tapasmallplates']","35 Union Sq W, Greenwich Village, NY 10003",(646) 398-9663
Barn Joo 35,2,4.5,1000,Korean,"['korean', 'gastropubs', 'tapasmallplates']","34 W 35th St, Midtown West, NY 10001",(212) 564-4430
Barnacho,2,4.0,217,Mexican,"['mexican', 'cocktailbars', 'tex-mex']","920 2nd Ave, Midtown East, NY 10017",(212) 832-9426
Barnea Bistro,2,4.5,30,Jewish/Kosher,"['french', 'wine_bars', 'beerbar']","211 E 46th St, Midtown East, NY 10017",(212) 461-1001
Barney Brown,2,4.5,28,American,"['fooddeliveryservices', 'sandwiches']","822 6th Ave, Garment District, NY 10001",(212) 634-9114
Barney Greengrass,2,4.0,750,Jewish/Kosher,"['gourmet', 'delis', 'bagels']","541 Amsterdam Ave, Upper West Side, NY 10024",(212) 724-4707
Barolo East,2,4.5,121,Italian,['italian'],"214 E 49th St, Midtown West, NY 10017",(212) 754-5710
Barrio Chino,2,4.0,1000,Mexican,"['mexican', 'bars']","253 Broome St, Greenwich Village, NY 10002",(212) 228-6710
Basta Pasta,2,4.0,1000,Italian,['italian'],"37 W 17th St, Greenwich Village, NY 10011",(212) 366-0888
Bâtard,4,4.0,406,French,"['modern_european', 'newamerican', 'french']","239 West Broadway, Chinatown, NY 10013",(212) 219-2777
The View at Battery Park,2,5.0,1,American,"['newamerican', 'eventplanning', 'wedding_planning']","1 Battery Park, Tribeca, NY 10004",(212) 809-5508
Bo Ky Restaurant,1,3.5,745,Chinese,"['chinese', 'vietnamese']","80 Bayard St, Little Italy, NY 10013",(212) 406-2292
Bayard Sushi,2,3.5,32,Japanese,['sushi'],"83 Bayard St, Little Italy, NY 10013",(646) 922-7808
Bazar Tapas Bar and Restaurant,2,4.0,442,Tapas,"['tapasmallplates', 'cocktailbars', 'wine_bars']","31 W 26th St, Midtown West, NY 10010",(212) 510-8155
BBQ Olive Chicken,2,3.5,720,Korean,"['korean', 'chicken_wings', 'pubs']","25 W 32nd St, Midtown West, NY 10001",(212) 967-8093
BCD Tofu House,2,4.0,1000,Korean,['korean'],"5W 32nd St, Midtown West, NY 10001",(212) 967-1900
Bea,2,4.0,1000,American,"['newamerican', 'cocktailbars']","403 W 43rd St, Midtown West, NY 10036",(212) 602-1910
Beauty & Essex,3,4.0,1000,American,['newamerican'],"146 Essex St, Midtown West, NY 10002",(212) 614-0146
Becco,3,3.5,1000,Italian,['italian'],"355 W 46th St, Midtown West, NY 10036",(212) 397-7597
Beckett's Bar & Grill,2,3.0,200,American,"['pubs', 'newamerican', 'sportsbars']","81 Pearl St, Financial District, NY 10004",(212) 269-1001
Bedford & Co,3,3.5,270,American,"['newamerican', 'breakfast_brunch', 'cocktailbars']","118 E 40th St, Murray Hill, NY 10016",(212) 634-4040
Bedford Falls,2,4.0,94,American,"['bars', 'newamerican', 'beergardens']","206 E 67th St, Midtown West, NY 10065",(212) 717-8181
The Cellar,2,4.0,663,American,"['wine_bars', 'newamerican', 'cocktailbars']","900 Broadway, Greenwich Village, NY 10003",(212) 466-3340
Beetle House,3,3.5,996,American,"['newamerican', 'modern_european', 'cocktailbars']","308 E 6th St, Greenwich Village, NY 10003",(646) 510-4786
Bel Ami,2,4.0,192,French,"['french', 'cafes', 'sandwiches']","30 E 68th St, Upper East Side, NY 10065",(212) 737-1313
Bell Book & Candle,2,3.5,237,American,"['newamerican', 'bars']","141 W 10th St, Tribeca, NY 10014",(212) 414-2355
Bella Blu,3,3.5,252,Italian,['italian'],"967 Lexington Ave, Upper East Side, NY 10021",(212) 988-4624
Bella Luna Restaurant,2,3.5,280,Italian,"['italian', 'wine_bars', 'beerbar']","574 Columbus Ave, Upper West Side, NY 10024",(212) 877-2267
Belle Reve,2,4.0,167,American,"['bars', 'newamerican', 'musicvenues']","305 Church St, Chinatown, NY 10013",(212) 680-0101
Bellini Italian Restaurant,2,3.5,249,Italian,"['italian', 'pizza', 'wine_bars']","483 Columbus Ave, Upper West Side, NY 10024",(212) 724-4615
Ben & Jack's Steakhouse,3,4.0,298,American,"['steak', 'desserts', 'wine_bars']","219 E 44th St, Midtown East, NY 10017",(212) 682-5678
Ben's Kosher Delicatessen Restaurant & Caterers,2,3.5,661,Jewish/Kosher,"['kosher', 'delis', 'sandwiches']","209 W 38th St, Midtown West, NY 10018",(212) 398-2367
Benares,2,4.0,511,Indian,['indpak'],"45 Murray St, Chinatown, NY 10007",(212) 766-4900
Benemon,2,4.5,558,Japanese,"['japanese', 'comfortfood', 'tapasmallplates']","108 E 4th St, Midtown West, NY 10003",(212) 614-3006
Bengal Tiger Indian Food,2,4.5,1000,Indian,['indpak'],"58 W 56th St, Midtown West, NY 10019",(212) 265-2703
Benihana,3,3.0,1000,Japanese,"['sushi', 'teppanyaki']","47 W 56th St, East Harlem, NY 10019",(212) 581-0930
Benito One,2,4.0,714,Italian,['italian'],"174 Mulberry St, Greenwich Village, NY 10013",(212) 226-9171
Benjamin Steakhouse,4,4.0,1000,Steak,"['steak', 'seafood']","52 E 41st St, Midtown East, NY 10017",(212) 297-9177
Benjamin Prime,4,4.5,308,Steak,"['seafood', 'steak', 'salad']","23 E 40th St, Midtown West, NY 10016",(212) 338-0818
Benny's Lung Sheng,1,2.5,5,Chinese,['chinese'],"906 Columbus Ave, Morningside Heights, NY 10025",(212) 864-3790
Benoit,3,3.5,459,French,"['french', 'wine_bars']","60 W 55th St, Midtown West, NY 10019",(646) 943-7373
Benson's NYC,2,4.5,388,American,"['newamerican', 'breakfast_brunch', 'burgers']","181 Essex St, East Village, NY 10002",(646) 791-5765
BentOn Cafe,1,4.0,154,Japanese,['japanese'],"156 E 45th St, Midtown East, NY 10017",(212) 922-9788
Bep Ga,2,4.0,139,Vietnamese/Cambodian/Malaysia,"['vietnamese', 'chickenshop']","70 Forsyth St, Little Italy, NY 10002",(917) 261-4716
Berlin Currywurst,2,4.0,110,German,['german'],"75 9th Ave, Chelsea, NY 10011",(646) 827-3689
Berlin Döner,2,4.5,67,Turkish,"['turkish', 'kebab', 'hotdogs']","104 Macdougal St, Greenwich Village, NY 10012",(917) 965-2566
Bessou,2,4.0,264,Japanese,"['japanese', 'breakfast_brunch']","5 Bleecker St, Greenwich Village, NY 10012",(212) 228-8502
Best Bagel & Coffee,1,4.5,1000,Bagels/Pretzels,"['bagels', 'coffee', 'breakfast_brunch']","225 W 35th St, Midtown West, NY 10001",(212) 564-4409
Bettolona,2,4.0,297,Italian,"['pizza', 'italian']","3143 Broadway, East Harlem, NY 10027",(212) 749-1125
Between the Bread,2,4.0,60,Salads,"['salad', 'gluten_free', 'newamerican']","609 W 27th St, Chelsea, NY 10001",(212) 765-1687
Beyond Sushi,2,4.5,494,Vegetarian,['vegan'],"134 West 37th St, Midtown West, NY 10018",(212) 564-0869
Beyond Sushi,2,4.5,47,Vegetarian,['vegan'],"215 Mulberry St, Little Italy, NY 10012",(646) 609-4442
Bice Cucina,2,4.5,62,Italian,"['seafood', 'bars', 'italian']","62 W 55th St, Midtown West, NY 10019",(212) 757-2600
Bierhaus NYC,2,3.5,845,German,"['german', 'bars']","712 3rd Ave, Midtown East, NY 10017",(212) 867-2337
Big Arc Chicken,1,3.5,112,Middle Eastern,"['mideastern', 'sandwiches', 'kebab']","233 1st Ave, Gramercy, NY 10003",(212) 477-0091
